node_id,lat,lon,added
347,55.654941777777786,37.629102666666675,2
348,55.655372,37.633978,2
349,55.655541777777785,37.63886933333333,2
350,55.65545111111112,37.64377666666667,2
351,55.657650780000004,37.65473446888889,2
352,55.660499954666676,37.66059311022222,2
353,55.663647524,37.666275924,2
354,55.667093488000006,37.67178291022222,2
355,55.67083784666667,37.67711406888889,2
356,55.6769441268889,37.68560714688889,2
357,55.67881833235556,37.689029705688895,2
358,55.6805032164,37.6925370764,2
359,55.68199877902222,37.69612925902222,2
360,55.68330502022222,37.69980625355556,2
361,55.685589549111114,37.707759745777786,2
362,55.68696865191112,37.71186095991112,2
363,55.688559248400004,37.7158717024,2
364,55.69036133857779,37.71979197324445,2
365,55.69237492244444,37.723621772444446,2
366,55.696933506444445,37.72721667611112,2
367,55.69925827697779,37.727195541111115,2
368,55.7015743116,37.727297695,2
369,55.703881610311115,37.72752313777778,2
370,55.70618017311111,37.72787186944444,2
371,55.712470542000005,37.72887443055556,2
372,55.71647093386667,37.72919162888889,2
373,55.7204711756,37.729295485,2
374,55.7244712672,37.72918599888889,2
375,55.72847120866666,37.728863170555556,2
376,55.73537165555556,37.72595422222223,2
377,55.73837638222222,37.72375002222222,2
378,55.74148518,37.7217144,2
379,55.74469804888888,37.71984735555556,2
380,55.74801498888888,37.71814888888889,2
381,55.75386544444444,37.71527037777778,2
382,55.75620724444445,37.713803871111125,2
383,55.7584614,37.71221948,2
384,55.760627911111115,37.71051720444444,2
385,55.76270677777778,37.70869704444445,2
386,55.76721375555556,37.705788133333336,2
387,55.769762808888906,37.70495588,2
388,55.77234516000001,37.70426224,2
389,55.7749608088889,37.70370721333333,2
390,55.77760975555556,37.7032908,2
391,55.782631066666674,37.6992329,2
392,55.78475570666667,37.69535664,2
393,55.786665920000004,37.691384219999996,2
394,55.78836170666668,37.68731564,2
395,55.78984306666668,37.6831509,2
396,55.790603755555566,37.67166325555556,2
397,55.79047974222223,37.664460475555565,2
398,55.790737959999994,37.65728166,2
399,55.79137840888889,37.65012680888889,2
400,55.792401088888894,37.64299592222223,2
401,55.79497994555556,37.632886632222224,2
402,55.79598835955556,37.6298437248889,2
403,55.796831241999996,37.626760278000006,2
404,55.79750859288889,37.623636291555556,2
405,55.79802041222222,37.62047176555556,2
406,55.79686632333334,37.612332621111115,2
407,55.79563498400001,37.60735439377778,2
408,55.794672682,37.602332018,2
409,55.79397941733333,37.59726549377778,2
410,55.79355519,37.592154821111116,2
411,55.79380625555556,37.58200276666667,2
412,55.79394780888889,37.577019160000006,2
413,55.79382466,37.57204918,2
414,55.79343680888889,37.567092826666666,2
415,55.79278425555556,37.5621501,2
416,55.79045152222223,37.55333878888889,2
417,55.789249368888896,37.549409528888894,2
418,55.78826054,37.54543322,2
419,55.78748503555556,37.541409862222224,2
420,55.78692285555556,37.53733945555555,2
421,55.7852407888889,37.5306528,2
422,55.783782262222225,37.52817141333334,2
423,55.78219841999999,37.52577784,2
424,55.78048926222222,37.52347208,2
425,55.778654788888886,37.521254133333336,2
426,55.77577262222222,37.51347075555556,2
427,55.77515292888889,37.50780867555556,2
428,55.774835919999994,37.502137760000004,2
429,55.77482159555555,37.496458008888894,2
430,55.77510995555555,37.49076942222223,2
431,55.77358021111111,37.48246835555557,2
432,55.77133780444445,37.47999403555556,2
433,55.76897378,37.47764904,2
434,55.766488137777785,37.475433368888886,2
435,55.76388087777778,37.47334702222222,2
436,55.758698,37.46971726666667,2
437,55.75634880000001,37.46792762666667,2
438,55.754104399999996,37.466021080000004,2
439,55.7519648,37.46399762666667,2
440,55.74992999999999,37.46185726666667,2
441,55.74510222222222,37.45690666666667,2
442,55.74208355555556,37.454384,2
443,55.738944000000004,37.452031999999996,2
444,55.73568355555555,37.44985066666666,2
445,55.73230222222222,37.44784,2
446,55.87671651111112,37.48035607777778,2
447,55.874623751111116,37.47933439111111,2
448,55.87248572,37.47842794,2
449,55.87030241777778,37.477636724444444,2
450,55.86807384444445,37.47696074444444,2
451,55.86397666666667,37.47659222222222,2
452,55.862156000000006,37.47668755555556,2
453,55.860338,37.476686,2
454,55.85852266666667,37.476587555555554,2
455,55.85671000000001,37.47639222222222,2
456,55.85214777777779,37.47753111111111,2
457,55.849489777777784,37.47909644444445,2
458,55.846926,37.480796,2
459,55.84445644444445,37.482629777777774,2
460,55.84208111111111,37.48459777777778,2
461,55.836584444444455,37.489045555555556,2
462,55.83326844444444,37.491206222222225,2
463,55.829852,37.493182,2
464,55.82633511111111,37.49497288888889,2
465,55.82271777777778,37.496578888888884,2
466,55.8162988888889,37.50057444444444,2
467,55.81375155555556,37.50327244444444,2
468,55.811358000000006,37.506094,2
469,55.809118222222224,37.50903911111111,2
470,55.80703222222222,37.512107777777786,2
471,55.80469111111111,37.51834,2
472,55.80412577777778,37.521337333333335,2
473,55.803404,37.524292,2
474,55.802525777777774,37.527204,2
475,55.80149111111112,37.530073333333334,2
476,55.79797555555556,37.53684777777778,2
477,55.795874222222224,37.54088977777778,2
478,55.793996,37.545026,2
479,55.79234088888889,37.549256444444445,2
480,55.79090888888889,37.553581111111114,2
481,55.78810000000001,37.562538888888895,2
482,55.78627333333334,37.56696222222224,2
483,55.784220000000005,37.57127,2
484,55.781940000000006,37.57546222222223,2
485,55.77943333333334,37.57953888888889,2
486,55.77532666666667,37.58540333333334,2
487,55.774062666666666,37.58736533333334,2
488,55.772908,37.589386,2
489,55.771862666666664,37.59146533333333,2
490,55.77092666666667,37.593603333333334,2
491,55.76943777777778,37.59770333333333,2
492,55.76868044444444,37.59955866666667,2
493,55.767827999999994,37.601366,2
494,55.76688044444444,37.60312533333334,2
495,55.765837777777776,37.604836666666664,2
496,55.763272222222234,37.60843,2
497,55.76195555555556,37.61042133333334,2
498,55.76075,37.612474,2
499,55.759655555555554,37.614588,2
500,55.75867222222223,37.61676333333334,2
501,55.75531666666668,37.62111222222223,2
502,55.75274,37.623079555555556,2
503,55.75007,37.624902,2
504,55.747306666666674,37.62657955555555,2
505,55.74445,37.62811222222223,2
506,55.73948444444445,37.63062222222222,2
507,55.73754177777778,37.631842222222225,2
508,55.73567200000001,37.63316,2
509,55.73387511111111,37.63457555555556,2
510,55.732151111111115,37.63608888888889,2
511,55.72709222222223,37.64153000000001,2
512,55.72350755555556,37.64515466666667,2
513,55.719746,37.648574,2
514,55.71580755555556,37.651788,2
515,55.711692222222226,37.65479666666667,2
516,55.70499285555556,37.658428966666676,2
517,55.7026459688889,37.659378280000006,2
518,55.70035934,37.66044794,2
519,55.69813296888889,37.66163794666667,2
520,55.695966855555554,37.6629483,2
521,55.69128796666667,37.66462385555556,2
522,55.68872008,37.66473216888889,2
523,55.686157339999994,37.66470394,2
524,55.683599746666665,37.66453916888889,2
525,55.6810473,37.664237855555555,2
526,55.67493555555556,37.660763333333335,2
527,55.67123688888889,37.65793466666667,2
528,55.667404,37.655314,2
529,55.66343688888889,37.65290133333333,2
530,55.65933555555556,37.65069666666667,2
531,55.65205444444445,37.65041222222223,2
532,55.64894044444445,37.65195288888889,2
533,55.645758,37.653321999999996,2
534,55.642507111111115,37.65451955555555,2
535,55.63918777777778,37.655545555555555,2
536,55.63311111111112,37.65824666666668,2
537,55.63053777777779,37.66022133333334,2
538,55.62808,37.662324,2
539,55.625737777777786,37.664554666666675,2
540,55.623511111111114,37.66691333333334,2
541,55.6206,37.67383222222223,2
542,55.61957333333334,37.67819155555556,2
543,55.618320000000004,37.682477999999996,2
544,55.616839999999996,37.686691555555555,2
545,55.61513333333333,37.69083222222222,2
546,55.612273333333334,37.69879666666667,2
547,55.61155733333334,37.70271466666667,2
548,55.611052,37.706654,2
549,55.61075733333333,37.71061466666667,2
550,55.61067333333333,37.714596666666665,2
551,55.611856666666675,37.72283555555556,2
552,55.612684,37.727096888888894,2
553,55.613282,37.731384000000006,2
554,55.61365066666667,37.735696888888896,2
555,55.61379,37.74003555555556,2
556,55.61637,37.74842,2
557,55.619232,37.752272000000005,2
558,55.622285999999995,37.755956,2
559,55.62553199999999,37.759472,2
560,55.628969999999995,37.762820000000005,2
561,55.602345555555566,37.55075111111112,2
562,55.60350622222223,37.547355111111116,2
563,55.604482,37.543912,2
564,55.60527288888889,37.54042177777778,2
565,55.605878888888896,37.536884444444446,2
566,55.607875555555566,37.52883222222223,2
567,55.60967422222224,37.52447822222223,2
568,55.611696,37.520238,2
569,55.61394088888889,37.516111555555554,2
570,55.6164088888889,37.51209888888889,2
571,55.62123111111112,37.51028222222223,2
572,55.62345644444445,37.51223822222223,2
573,55.625775999999995,37.514068,2
574,55.62818977777778,37.51577155555556,2
575,55.63069777777778,37.51734888888889,2
576,55.63503666666667,37.51973888888889,2
577,55.63671200000001,37.520762222222224,2
578,55.638326,37.52187,2
579,55.63987866666667,37.52306222222222,2
580,55.64137,37.52433888888889,2
581,55.64485444444445,37.52848444444445,2
582,55.64704044444445,37.53114177777778,2
583,55.64935800000001,37.533672,2
584,55.65180711111111,37.53607511111112,2
585,55.654387777777785,37.53835111111111,2
586,55.65959222222223,37.542525555555564,2
587,55.6619608888889,37.54466755555556,2
588,55.664206,37.546926,2
589,55.666327555555554,37.549300888888894,2
590,55.66832555555556,37.551792222222225,2
591,55.671315555555566,37.55595666666667,2
592,55.672504888888895,37.557444000000004,2
593,55.673767999999995,37.558862,2
594,55.67510488888889,37.56021066666666,2
595,55.676515555555554,37.561490000000006,2
596,55.67985222222222,37.56425111111112,2
597,55.681610222222226,37.56588844444445,2
598,55.683274,37.567612,2
599,55.68484355555556,37.56942177777778,2
600,55.68631888888889,37.57131777777778,2
601,55.69074888888889,37.575877777777784,2
602,55.69391155555556,37.57827777777779,2
603,55.697188,37.5805,2
604,55.70057822222222,37.58254444444445,2
605,55.704082222222226,37.584411111111116,2
606,55.710210000000004,37.589531111111114,2
607,55.71252266666667,37.59306977777778,2
608,55.714638,37.596716,2
609,55.716556000000004,37.600469777777775,2
610,55.71827666666667,37.60433111111111,2
611,55.72153555555556,37.60902333333333,2
